Date,총거래물량,총거래금액,평균거래금액,시장
2020-05,1404740.2000000002,1513407423,1077.3575234765829,부산
2020-06,1294017.8,1523764489,1177.5452308306733,부산
2020-07,1416605.2999999998,1610149073,1136.625052158142,부산
2020-08,1364894.9000000001,2243148764,1643.4589681593798,부산
2020-09,1601332.2,3260979130,2036.4163850573916,부산
2020-10,1338328.9,2740074341,2047.3848700420353,부산
2020-11,1488844.8,3102720983,2083.978788789805,부산
2020-12,1606724.7,2877134044,1790.6826502387123,부산
2021-01,1300116.7000000002,3578470740,2752.4227171299312,부산
2021-02,959377.4,4073973768,4246.476692071337,부산
2021-03,1205482.0,4634275402,3844.3339693168377,부산
2021-04,1163728.4,3693836410,3174.139610238953,부산
2021-05,1138603.2000000002,2357520630,2070.537505954664,부산
2021-06,1146828.1,1083677740,944.9347639807569,부산
2021-07,1350836.7,1075480470,796.1587584939024,부산
2021-08,1299122.2,1394191370,1073.179543848916,부산
2021-09,1437764.7000000002,1933119600,1344.5312713547632,부산
2021-10,1523911.3,1864999980,1223.8244968719637,부산
2021-11,1447457.0999999999,1938582240,1339.3020352727553,부산
2021-12,984994.5,1151599030,1169.1425992733969,부산
2022-01,1820387.3,2221817800,1220.5192818033831,부산
2022-02,1289319.0999999999,1490064160,1155.6985078403013,부산
2022-03,1604236.6,2223540070,1386.0424765274647,부산
2022-04,1510132.0,1469025780,972.7797172697486,부산
2022-05,1481816.2,1858340100,1254.0962232697955,부산
2022-06,1391300.0999999999,1832747480,1317.2912731049182,부산
2022-07,1265998.5999999999,1941609570,1533.658544330144,부산
2022-08,1428467.3,2633275420,1843.4271614057948,부산
2022-09,1507575.7999999998,2673865430,1773.6192302901122,부산
2022-10,1595430.4,2603641470,1631.9367300510257,부산
2022-11,1652117.19,2361005330,1429.0786054952919,부산
2022-12,1720475.5999999999,2574788040,1496.555975568616,부산
2023-01,1547686.9,2429831740,1569.9762917163673,부산
2023-02,1529990.7,2689332240,1757.744174523414,부산
2023-03,1554876.3,2774258340,1784.2308999114591,부산
2023-04,1367718.1,1951475090,1426.8108976550063,부산
2023-05,1368209.4,2399325220,1753.6242771026132,부산
2023-06,1261951.5699999998,1877987370,1488.1612057426262,부산
2023-07,1192348.33,2211692310,1854.9045227412696,부산
2023-08,271195.9,511675320,1886.7369307574338,부산
2020-01,766068.0,753969700,984.2072766386274,대구
2020-02,689616.5,560103600,812.1957638774594,대구
2020-03,487140.0,347683230,713.7234265303608,대구
2020-04,596138.0,424127350,711.4583368280499,대구
2020-05,413997.0,386009250,932.3962492481829,대구
2020-06,378845.9,401434720,1059.625351627139,대구
2020-07,404956.2,432844120,1068.8665095138683,대구
2020-08,320024.0,534172850,1669.164968877334,대구
2020-09,466034.5,928959450,1993.3276399064875,대구
2020-10,395559.0,794400050,2008.2972451644382,대구
2020-11,386193.0,731634600,1894.4791852778274,대구
2020-12,952808.0,1577310300,1655.433518610255,대구
2021-01,684282.0,1605912240,2346.857348286233,대구
2021-02,496666.0,1833715850,3692.050291342673,대구
2021-03,602776.0,2315579090,3841.525027539252,대구
2021-04,366270.6,1172913900,3202.315173535632,대구
2021-05,494350.0,859273100,1738.1877212501265,대구
2021-06,489174.0,465965750,952.5562478790778,대구
2021-07,468621.0,344759600,735.6896084469113,대구
2021-08,489153.5,528176500,1079.7765936459618,대구
2021-09,478216.4,601170750,1257.1102747626387,대구
2021-10,530416.0,607174800,1144.7143374257187,대구
2021-11,618127.0,723631450,1170.68409889877,대구
2021-12,685752.0,748707000,1091.8043257620832,대구
2022-01,859689.0,968763700,1126.8769287498153,대구
2022-02,673768.5,761666750,1130.4576423504511,대구
2022-03,768487.5,993616400,1292.9506335496674,대구
2022-04,647111.5,600956200,928.6748883306818,대구
2022-05,372780.0,419709950,1125.891812865497,대구
2022-06,415000.9,546384250,1316.5856989707731,대구
2022-07,401363.0,548981550,1367.7931199437915,대구
2022-08,417332.14,689491800,1652.1416251334008,대구
2022-09,555545.6,989229550,1780.645099160177,대구
2022-10,616427.0,975703100,1582.8364104752063,대구
2022-11,552819.0,756140600,1367.79054265501,대구
2022-12,774182.0,1143861500,1477.5098103546711,대구
2023-01,772379.0,1060876650,1373.518246871031,대구
2023-02,811567.0,1249216150,1539.264349092558,대구
2023-03,854283.1,1229514750,1439.2357170591342,대구
2023-04,560224.6,554785950,990.2920185939711,대구
2023-05,494266.6,640999250,1296.869442523529,대구
2023-06,433876.4,515281050,1187.6217512637238,대구
2023-07,465868.0,618786550,1328.2443739428336,대구
2023-08,128677.0,205266350,1595.2062140087196,대구
2020-01,1655844.4,1592782952,961.9158370194688,대전
2020-02,1528847.0,1236327688,808.6667194297402,대전
2020-03,1641619.0,1162323521,708.0348856829752,대전
2020-04,1355853.0,1180578684,870.7276408283199,대전
2020-05,1477557.0,1817564652,1230.1147448118752,대전
2020-06,1229392.0,1766107594,1436.5699418899749,대전
2020-07,1180906.0,1508151210,1277.1136822067124,대전
2020-08,1145669.8,2271317308,1982.5235054637906,대전
2020-09,1254353.0,3414877224,2722.4212195450564,대전
2020-10,1141862.5,2713735789,2376.5871889128507,대전
2020-11,1500355.5,3596650228,2397.1986825788954,대전
2020-12,1512822.5,2453181000,1621.5920902815762,대전
2021-01,1190941.0,3591954000,3016.0637680623977,대전
2021-02,988353.6,4876167220,4933.6262042248845,대전
2021-03,1121524.0,4799955020,4279.8504713229495,대전
2021-04,979397.0,3399004320,3470.5071794175396,대전
2021-05,1139371.0,2102849930,1845.6235326333565,대전
2021-06,1014942.0,829499370,817.2874607613046,대전
2021-07,1003630.0,694805110,692.292089714337,대전
2021-08,877829.0,1087301530,1238.625666274411,대전
2021-09,1069494.0,1678678290,1569.6004746169683,대전
2021-10,1171214.0,1492070750,1273.9522836987946,대전
2021-11,1233110.0,1611618330,1306.9542295496751,대전
2021-12,912642.0,948429720,1039.2133169413637,대전
2022-01,1482963.0,1722865160,1161.7721817739216,대전
2022-02,1158726.0,1336219160,1153.1795782609522,대전
2022-03,1554361.0,1957716220,1259.4990610289374,대전
2022-04,1296077.0,1332215880,1027.8832816260144,대전
2022-05,1301212.0,1946709730,1496.0742215718883,대전
2022-06,1250724.0,1926629950,1540.4117535123657,대전
2022-07,1066356.5,1767281210,1657.3080484809723,대전
2022-08,1136312.0,2163425210,1903.9006980477193,대전
2022-09,1263766.0,2214938100,1752.6489081048232,대전
2022-10,1266945.0,2125123150,1677.36022479271,대전
2022-11,1318143.0,1922551125,1458.5300115389605,대전
2022-12,1374469.0,2092317990,1522.2736853286615,대전
2023-01,1427365.0,2204129580,1544.1947784904353,대전
2023-02,1426412.0,2696565930,1890.453760904984,대전
2023-03,1598121.0,2715124870,1698.9482460965096,대전
2023-04,1340517.0,1659181930,1237.717932708052,대전
2023-05,1451591.0,2176921770,1499.6798478359262,대전
2023-06,1334648.0,1804786600,1352.2566249677818,대전
2023-07,1146671.0,1764007830,1538.373107892325,대전
2023-08,239222.0,529428850,2213.1277641688475,대전
2020-01,931481.0,891210180,956.7668905753311,광주
2020-02,870570.0,694122450,797.3195148006479,광주
2020-03,884383.0,579553380,655.3194487003934,광주
2020-04,831719.0,610273730,733.7498962991107,광주
2020-05,725731.0,827794130,1140.6349322269546,광주
2020-06,704524.0,946866650,1343.980687669973,광주
2020-07,697667.0,800507160,1147.4057967483054,광주
2020-08,798235.5,1264770430,1584.4577571405932,광주
2020-09,989511.0,1962546520,1983.3498768583675,광주
2020-10,709272.5,1577730430,2224.434797627146,광주
2020-11,724659.0,1655748720,2284.8660128419024,광주
2020-12,840447.0,1484629250,1766.4757563534642,광주
2021-01,737649.0,2054593040,2785.326137499,광주
2021-02,544171.0,2493693990,4582.555832633492,광주
2021-03,528553.0,1994536780,3773.579527502445,광주
2021-04,524546.0,1529832300,2916.4883537382802,광주
2021-05,648341.0,1234775400,1904.5153707693944,광주
2021-06,622935.0,641749350,1030.202749885622,광주
2021-07,546607.0,487164400,891.2516671026899,광주
2021-08,618902.5,765401400,1236.707558945068,광주
2021-09,832034.0,1165353900,1400.6085087869005,광주
2021-10,691462.0,920373350,1331.0541287879882,광주
2021-11,722718.5,1023131350,1415.6706241780169,광주
2021-12,544518.0,641573460,1178.2410498826484,광주
2022-01,850249.0,1073912050,1263.0559400834343,광주
2022-02,614123.0,769980700,1253.7890618003235,광주
2022-03,839339.0,1169428450,1393.2730994270491,광주
2022-04,718736.0,766670180,1066.6923320941207,광주
2022-05,797927.6,1136011850,1423.7029149010511,광주
2022-06,801139.0,1217262770,1519.4151951159536,광주
2022-07,756172.0,1194014500,1579.0250101828685,광주
2022-08,787166.0,1483251150,1884.2927031909408,광주
2022-09,896295.0,1550574740,1729.982583859109,광주
2022-10,874682.0,1615589900,1847.0597314223912,광주
2022-11,897887.0,1462322250,1628.626152288651,광주
2022-12,907179.0,1475592000,1626.572043665032,광주
2023-01,1019589.0,1667618910,1635.5795423450038,광주
2023-02,919726.0,1655731300,1800.2440944368213,광주
2023-03,976461.0,1736268100,1778.1233454280305,광주
2023-04,802782.0,942702100,1174.294017553956,광주
2023-05,867571.0,1346199000,1551.6874123270602,광주
2023-06,862824.0,1244885450,1442.8034570202035,광주
2023-07,764109.0,1250505450,1636.5537508392126,광주
2023-08,177620.0,400700400,2255.941898434861,광주
