Date,서울 총거래물량,서울 총거래금액,서울 평균단가,서울 평균단가 편차,부산 총거래물량,부산 총거래금액,부산 평균단가,부산 평균단가 편차,대구 총거래물량,대구 총거래금액,대구 평균단가,대구 평균단가 편차,대전 총거래물량,대전 총거래금액,대전 평균단가,대전 평균단가 편차,광주 총거래물량,광주 총거래금액,광주 평균단가,광주 평균단가 편차,전국 평균단가
2021-12-01,2095295.27,6781030640,3236.312674919559,24001.194916465873,262487.4,821985400,3131.523265497696,27050.27691419179,625977.0,1539123400,2458.7539158786985,19632.214371560913,248504.0,728471500,2931.4276631362072,24284.57307398945,296556.0,919568780,3100.826757846747,24434.12819371978,3057.7305527204794
2022-01-01,2826074.21,11059930100,3913.5313789229904,24810.29756910433,403176.8,1657922300,4112.147077907261,26061.932622873406,912350.0,2613390400,2864.460349646517,19957.98072994506,332482.0,1296292800,3898.8360272135033,24981.168451253117,397567.0,1526465481,3839.517568108017,24175.333285273224,3726.458395766407
2022-02-01,2675632.47,7577148150,2831.909178467998,25891.91976955932,424483.4,1174968300,2767.995874514763,27406.0838262659,969204.0,1819603100,1877.4201303337584,20945.020949257818,327074.0,894418200,2734.605012932853,26148.320924722215,381397.0,1019232030,2672.36509463892,25342.48575874232,2613.2097698951816
2022-03-01,3778510.270000001,10212341280,2702.7427611041003,26021.086186923218,493467.1,1359360700,2754.71394141575,27419.365759364915,1310166.0,2737053600,2089.0891688534125,20733.35191073816,435242.0,1159167400,2663.271007853102,26117.00860438659,603878.0,1632691310,2703.677414974548,25311.173438406695,2582.6814815251787
2022-04-01,5333956.87,8716659530,1634.1826044798895,27089.64634354743,685485.4,1238553550,1806.8270308893525,28367.252669891313,1435586.0,1935425400,1348.1779565975148,21474.26312299406,544394.0,936057400,1719.4484142000097,27219.24359755366,756658.0,1211744220,1601.4424218074744,26413.408431573767,1603.2790549098063
2022-05-01,5463470.8,7274140350,1331.4137873675468,27392.415160659773,779789.8999999999,1065922700,1366.9357605170317,28807.14394026363,1823389.0,1962061500,1076.0520656864771,21746.3890139051,606272.0,822474400,1356.6095745803864,27573.83537945091,880436.0,1097772190,1246.8506399102264,26768.000213471016,1279.3796195865252
2022-06-01,4157530.7,7551977950,1816.457530908912,26907.371417118407,573890.0,1121108250,1953.5246301556049,28220.55507062506,1262164.0,1958484100,1551.6874986134924,21270.753580978082,421396.0,812966600,1929.2223941375807,27119.65266058141,694270.0,1180976430,1701.0333587797254,26313.817494601517,1775.9274307206524
2022-07-01,3881636.81,8484135865,2185.710894729484,26538.118053297836,556571.1,1311566200,2356.511504100734,27817.56819667993,1102327.0,2001091600,1815.3339254141465,21007.10715417743,341994.0,779220760,2278.463247893238,26783.100657847124,584514.0,1190997170,2037.58536151401,25977.26549186723,2128.7954613246875
2022-08-01,3531789.62,11855329140,3356.748395449444,25367.080552577874,453300.3,1488700230,3284.136873503062,26889.942827277602,914931.0,2512438900,2746.0419419606505,20076.399137630924,301412.5,1046903268,3473.323992866918,25386.353965312457,417290.5,1433114140,3434.3320540486784,24580.518799332564,3263.4608745823552
2022-09-01,4373461.659999999,12098845400,2766.4231084170524,25957.405839610266,500642.5,1557952950,3111.9070993773003,27062.172601403363,1029232.0,2432488800,2363.401837486592,20459.039242104984,400199.5,1104257134,2759.2666507579343,26021.782454473618,536174.0,1500699320,2798.903564887518,25215.947288493724,2733.19256712426
